Id	Label
/BD_469	logua
/BD_470	logua sive curtis
/BD_471	hospitium
/BD_472	hospitium
/BD_473	logua sive curtis
/BD_474	hospitiolum sive domus parva
/BD_475	hospitium
/BD_476	hospitiolum
/BD_477	hospitium
/BD_478	hospitium
/BD_479	2 hospitia contigua et sese tenentia
/BD_480	hospitium
/BD_481	hospitium
/BD_482	2 hospitia contigua et sese tenentia
/BD_483	hospitium
/BD_484	hospitium
/BD_485	hospitium
/BD_486	hospitium
/BD_487	hospitium
/BD_488	hospitium
/BD_489	hospitium
/BD_490	hospitium
/BD_491	hospitium
/BD_492	hospitium
/BD_493	3 hospitia contigua et sese tenentia
/BD_494	2 hospitia et viridarium contigua et sese tenentia
/BD_495	logua sive viridarium
/BD_496	domus cum curte
/BD_497	domus
/BD_498	hospitium et viridarium
/BD_499	hospitium
/BD_500	hospitium
/BD_501	logua
/BD_502	logua
/BD_503	domus
/BD_504	hospitium et retrocurtis
/BND_801	hospitium
/BND_802	hospitium sive operatorium
/BND_803	hospitium
/BND_804	hospitium
/BND_805	hospitium
/BND_806	hospitium
/BND_807	hospitium
/BND_808	hospitium
/BND_809	hospitium
/BND_810	hospitium
/BND_811	hospitium
/BND_812	hospitium
/BND_813	hospitium
/BND_814	hospitium
/BND_815	hospitium
/BND_816	hospitium
/BND_817	hospitium
/BND_818	hospitium
/BND_819	hospitium
/BND_820	curtis et hospitium
/BND_821	hospitium
/BND_822	hospitium
/BND_823	hospitium
/BND_824	hospitium
/BND_825	hospitium
/BND_826	hospitium
/BND_827	hospitium
/BND_828	hospitium
/BND_829	hospitium
/BND_830	hospitium sive curtis sive viridariumum
/BND_831	hospitium
/BND_832	hospitium
/BND_833	hospitium
/BND_834	hospitium
/BND_835	hospitium
/BND_836	hospitium
/BND_837	hospitium et curtis
/BND_838	viridarium
/BND_839	curtis
/BND_840	hospitium
/BND_841	hospitium
/BND_842	logua
/BND_843	hospitiumum et viridarium sive curtis
/BND_844	viridarium
/BND_845	hospitium
/BND_846	hospitium
/BND_847	hospitium
/BND_848	hospitium
/BND_849	domum
/BND_850	hospitium
/BND_851	hospitium
/BND_852	hospitium
/BND_853	hospitium et curtis
/BND_854	hospitium
/BND_855	hospitium
/BND_856	hospitium
/BND_857	casale sive domus
/BND_858	hospito
/BND_859	viridarium et hospitium
/BND_860	hospitium et viridarium
/BND_861	viridarium
/BND_862	hospitium et viridarium
/BND_863	viridarium
/BND_864	hospitium
/BND_865	hospitium
/BND_866	hospitium
/BND_867	hospitium
/BND_868	domus
/BND_869	burguetus
/BND_870	ortus
/BND_871	ortus
/BND_872	ortus sive viridarium
/BND_873	ortus sive viridarium
/BND_874	ortus
/BND_875	ortus
/BND_876	ortus
/BND_877	ortus
/BND_878	hospitium
/BND_879	hospitium
/BND_880	hospitium
/BND_881	hospitium
/BND_882	hospitium
/BND_883	hospitium
/BND_884	hospitium
/BND_885	hospitium
/BND_886	logua
/BND_887	hospitium
/BD_1012	hospitium
/BD_1014	hospitium
/BD_1143	hospitium
/BD_1144	hospitium
/R_3	Rue des Grottes
/R_5	Rue de la Petite Fusterie
/R_7	Rue allant de la Poissonerie
/R_8	Rue des Masses
/R_9	Rue des Ortolans
/R_10	Rue Hugues de Sade ou Vieille Bouquerie
/R_11	Rue du Four de la Vieille Bouquerie
/R_12	Rue des Retrans ou des Banons
/R_13	Rue du Portail Brianson
/R_14	Rue Saint-Jean ou Derriere le Temple
/R_15	Traverse derriere le Temple
/R_16	Rue Vieille Blanquerie ou de Notre-Dame des Fours
/R_17	Rue Bouquerie
/R_18	Rue Argenterie ou de la Muse
/R_39	Rue au marche au fil
/R_54	Rue Vieille Pelleterie
/R_55	Rue Pelleterie Neuve
/R_62	Rue Principale
/R_68	Rue de la Draperie
/R_69	Rue du Portail Boquier
/R_74	Plan de Lunel
/R_75	Place des Changes
/R_76	Place de l'eglise Notre-Dame La Principale
/R_79	Place du Portail Brianson
/R_80	Place du Portail Boquier
/R_96	Rue proche du Plan de Lunel et du Portail Brianson
/R_97	Rue de l'Amelhier
/R_99	Rue allant du Portail de l'eveque aux nouveaux murs de la ville
/R_108	Place de le porte Aiguiere
/R_109	Rue vers les lices des freres Precheurs
/R_110	Rue allant du port des Perriers a l'eglise des Miracles
/R_111	Rue allant au Port des Periers
/R_112	Traverse allant de la rue des masses aux lices
/R_113	Rue allant du Portail Eveque au Portail Boquier
/R_114	Place des Periers
/R_115	Place des Lombards
/R_116	Rue droite du Portail Eveque
/RN_00117	traversia burgus Guillaume Ortolan
/RN_00118	carreria burgus Guillaume Ortolan
/RN_00119	traversia non transeunte7
/RN_00120	carreria publica5
/RN_00121	traversia public et transeunte3
/RN_00122	traversia8
/RN_00123	transversa publica et traseun2
/RN_00124	traversia non transeunte1
/RN_00125	curtil sive platea communi et publica
/RN_00126	platea
/RN_00127	traversia non transeunte
/RN_00128	carreria publica
/RN_00129	carreria que est subtus cellarium sive penus monasterii Sancti Ruphi
/RN_00130	traversia public et transeunte
/RN_00131	traversia public et transeunte
/RN_00132	traversiola
/RN_00133	transversia transeunte de dicta via de miraculis ad murorum novorum3
/RN_00134	carreria publica
/RN_00135	traversia sive itinere
/RN_00136	traversia sive carreria publica per quam homo vadit ad ortos ermenchardis boerie et johanneti alvernhatii
/RN_00137	transversia introitus burgueti Bernardi de Rodesio
/Mur_412	Rempart neuf
/Mur_402	Rempart vieux
/L_206	Livree de Poitiers
/L_212	Livree de Naples
/L_223	Livree de Mirault
/L_224	Livree de Cambrai
/H_185	Rhone
/H_205	Sorgues
/BG_419	Bourgs de Jean Boerii
/BG_423	Bourg de Jean de Gigognan puis Guimet Abert
/BG_425	Bourg de Guillaume Ortolan
/BG_432	Bourg de Berenger de Tarascon
/BG_434	Bourg de Bernard de Rodez
/BG_437	Bourg de Guillaume Martin
/BGN_0051	Bourg de rixendis lanse
/E_119	Saint-Jean-de-Jerusalem
/E_131	Notre-Dame La Principale
/E_132	Saint-Agricol
/E_133	Saint-Didier
/E_146	Petit Hopital
/E_152	Hopital du Saint-Esprit
/E_154	Eglise Saint-Genies
/E_155	Cimetiere de Saint-Genis
/E_156	Cimetiere de l'eglise de la Principale
/E_157	Cimetiere de l'eglise Saint-Agricol
/E_158	Notre-Dame des Miracles
/E_159	Notre-Dame d'Esperance
/E_160	Port des Periers
/E_161	Verger d'Urbain V
/E_163	Notre-Dame des Fours
/E_164	Verger du monastere Notre-Dame des Fours
/EN_0049	hospitio furnus bocarie veteris
