Id	Type	Detail	Qualif	InfoSup	Mesure	materiaux	idQuartier	idRue	idBourg	idSeigneurie	idRedevance	TypeRedevance	Nature	echellemontant	Montant	Montant2	nbProprio	idproprio1	identite1	profession1	profession1bis	titre1	titre1bis	chargeecclesiastique1	statut1	idproprio2	identite2	profession2	profession2bis	titre2	titre2bis	chargeecclesiastique2	statut2	idproprio3	identite3	profession3	profession3bis	titre3	titre3bis	chargeecclesiastique3	statut3	idproprio4	identite4	profession4	profession4bis	titre4	titre4bis	chargeecclesiastique4	statut4
/BD_17	biendeclare	hospitium					4	54		1	17	cens		3	19 den. bon. tur. parv.		1	18	johannes ramundi 			domicellus																											
/BD_18	biendeclare	hospitium					5	55		1	18	cens		5	3 sol. 8 den. bon. tur. parv.		1	19	ludovicus de moreriis			domicellus 																											
/BD_19	biendeclare	hospitium					5	55		1	19	cens		3	12 den. bon. tur. parv.	11 sol. bon. tur. parv.	2	20	jacota paicella							21	veranetus paicela																						
/BD_20	biendeclare	hospitium					5	55		1	20	cens		2	6 den. bon. tur. parv.	5 sol. bon. tur. parv.	2	20	jacota paicella							21	veranetus paicela																						
/BD_21	biendeclare	hospitium					5	55		1	21	cens		3	12 den. bon. tur. parv.	2 sol. bon. tur. parv.	1	22	catherina de sancto laurentio																														
/BD_22	biendeclare	hospitium					5	55		1	22	cens		2	6 den. bon. tur. parv.		1	22	catherina de sancto laurentio																														
/BD_23	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus					5	55		1	23	cens		5	3 sol. bon. tur. parv.	20 sol. et 6 den. bon. tur. parv.	1	23	bertrandus audiberti	pellicerius					civis avinionensis																								
/BD_24	biendeclare	2 hospitia contigua et sese tenentia					5	55		1	24	cens		5	2 sol. bon. tur. parv.	4 sol. bon. tur. parv.	1	24	heredes johannis chautardi																														
/BD_25	biendeclare	hospitium					5	54		1	25	cens		3	18 den. bon. tur. parv.		1	25	laura de curthedone																														
/BD_26	biendeclare	hospitium					5	54		1	26	cens		3	12 den. bon. tur. parv.		1	26	rixendis lansa																														
/BD_27	biendeclare	hospitium					5	54		1	27	cens		3	18 den. bon. tur. parv.		1	26	rixendis lansa																														
/BD_28	biendeclare	hospitium					5	54		1	28	cens		5	3 sol. bon. tur. parv.		1	27	bernardus de vinea	licenciatus in legibus		dominus																											
/BD_29	biendeclare	hospitium	pulcrum				5	54		1	29	cens		5	3 sol. bon. tur. parv.		3	28	bertranetus velherii							29	johannetus velherii							30	guimonetus velherii														
/BD_30	biendeclare	hospitium	pulcrum				5	54		1	30	cens		5	3 sol. bon. tur. parv.		1	31	johanna sabaterii																														
/BD_31	biendeclare	hospitium					5	54		1	31	cens		5	3 sol. bon. tur. parv.		1	32	catherine rascate																														
/BD_32	biendeclare	hospitium					5	54		1	32	cens		3	18 den. bon. tur. parv.		4	32	catherine rascate							33	johannes de mazano	fusterius						34	johannetus peissonerii	campsor						35	hugueta ruffe						
/BD_33	biendeclare	hospitium					5	54		1	33	cens		3	18 den. bon. tur. parv.		3	33	johannes de mazano	fusterius						34	johannetus peissonerii	campsor						35	hugueta ruffe														
/BD_34	biendeclare	hospitium					5	54		1	34	cens		3	18 den. bon. tur. parv.		1	36	perrina de campanino																														
/BD_35	biendeclare	hospitium					5	54		1	35	cens		3	18 den. bon. tur. parv.		1	37	bartholomeus perrugueti	curaterius	mercator coriorum (sive)																												
/BD_36	biendeclare	hospitium					5	54		1	36	cens		3	18 den. bon. tur. parv.		1	38	nicolaus grimaudi	campsor					habitator avinionis																								
/BD_37	biendeclare	operatoria					5	54		1	37	cens		5	3 sol. 9 den. bon. tur. parv.		1	32	catherine rascate																														
/BD_38	biendeclare	hospitium					5	54		1	38	cens		2	6 den. et 1 ob. bon. tur. parv.	10 sol. bon. tur. parv.	1	39	helizabeth de pabia																														
/BD_39	biendeclare	hospitium					5	54		1	39	cens		3	16 den. et 1 ob. tur. parv.		1	40	johannes grassati	buticularius		dominus		canonicus lingonensis																									
/BD_40	biendeclare	hospitium					5	76		1	40	cens		2	6 den. bon. tur. parv.		1	41	moninus guioti de fov ans	frucherius																													
/BD_41	biendeclare	hospitium					5	76		1	41	cens		2	6 den. bon. tur. parv.		1	42	dulcelina draconis																														
/BD_42	biendeclare	hospitium					5	76		1	42	cens		3	18 den. bon. tur. parv.		1	43	bertrandus chaputii	speciarius																													
/BD_43	biendeclare	operatorium					5	76		1	43	cens		3	18 den. bon. tur. parv.		1	43	bertrandus chaputii	speciarius																													
/BD_44	biendeclare	hospitium					5	76		1	44	cens		3	18 den. bon. tur. parv.		3	28	bertranetus velherii							29	johannetus velherii							30	guimonetus velherii														
/BD_45	biendeclare	hospitium	magnum et pulcrum				5	76		1	45	cens		5	2 sol 13 den. bon. tur. parv.		2	44	folconus de pontaves							45	isnardus de pontaves																						
/BD_46	biendeclare	hospitium in quo est furnus pasticerii	magnum				5	54		1	46	cens		3	18 den. bon. tur. parv.		1	46	massiotus de marcho de montefalcone	serviens armorum																													
/BD_47	biendeclare	hospitium					5	54		1	47	cens		2	9 den. bon. tur. parv.		1	47	faraldus gerii de passis			domicellus 			italicus																								
/BD_48	biendeclare	hospitium					5	54		1	48	cens		2	9 den. bon. tur. parv.		2	48	monetus arnaldi							49	guimetus broche					clericus																	
/BD_49	biendeclare	hospitium					5	54		1	49	cens		3	18 den. bon. tur. parv.		1	50	johannes de cario	legum doctor		dominus																											
/BD_50	biendeclare	hospitium					5	54		1	50	cens		3	18 den. bon. tur. parv.		1	34	johannetus peissonerii	campsor																													
/BD_51	biendeclare	hospitium					5	54		1	51	cens		3	18 den. bon. tur. parv.		1	51	mona laurentie																														
/BD_52	biendeclare	hospitium					5	54		1	52	cens		3	18 den. bon. tur. parv.		1	52	johannes de rome	serviens armorum																													
/BD_53	biendeclare	hospitium					5	54		1	53	cens		3	18 den. bon. tur. parv.		3	52	johannes de rome	serviens armorum						53	benedicta de rome							54	catherina de rome														
/BD_54	biendeclare	hospitium					5	54		1	54	cens		3	12 den. bon. tur. parv.		1	55	huguetus rasaudi	draperius																													
/BD_55	biendeclare	hospitium					5	54		1	55	cens		3	18 den. bon. tur. parv.		1	56	johannis francisci de eugubio	sellerius																													
/BD_56	biendeclare	hospitium		in quo dominus Nicolaus de Capucia, cardinalis Urgellensis, fecit stabulam et feneriam sive palriam et latrines communes			6	17		1	56	cens		1	1 bon. pict. tur. parv.		2	57	johannes motonerii			domicellus				58	sanxia motonerie			domina																			
/BD_57	biendeclare	hospitium					6	17		1	57	cens		1	1 bon. pict. tur. parv.		2	59	franciscus de porta aqueria							60	nicolaus de porta aurosa																						
/BD_58	biendeclare	hospitium				novus de quadris	6	17		1	58	cens		2	1 bon. den. tur. parv.		1	61	guillermus belheti			burgensis																											
/BD_59	biendeclare	hospitium					6	17		1	59	cens		1	1 ob. tur. parv.		2	62	jacobus de vacairatio	notarius		magister				63	petrus de vacairatio 	canabasserius																					
/BD_60	biendeclare	hospitium					6	17		1	60	cens		1	1 bon. pict. tur. parv.		1	51	mona laurentie																														
/BD_61	biendeclare	hospitium					6	17		1	61	cens		1	1 bon. pict. tur. parv.		1	63	petrus de vacairatio 	canabasserius																													
/BD_62	biendeclare	2 hospitia contigua et sese tenentia					6	17		1	62	cens		3	12 den. et ob. tur. parv.		1	64	johannes rich de amanatis	mercator					habitator avinionis																								
/BD_63	biendeclare	partes pro indiviso hospitium					6	17		1	63	cens		5	3 sol. 1 pict. bon. tur. parv.		1	65	raynaldus de perusio																														
/BD_64	biendeclare	partes pro indiviso hospitium		in quo inhabitat			6	17		1	64	cens		3	12 den. et 1 pict. bon. tur. parv.	4 sol. bon. tur. parv.	1	66	geraldus aymonis	sartor		magister																											
/BD_65	biendeclare	partes pro indiviso hospitium					6	17		1	65	cens		2	6 den. bon. tur. parv. 4 sol. bon. tur. parv.	4 sol. 6 den. bon. tur. parv.	1	67	rostagnus sabrani	pergamanerius																													
/BD_66	biendeclare	hospitium					6		20	1	66	cens		8	20 sol. bon. tur. parv.		1	68	petrus textoris	blanquerius																													
/BD_67	biendeclare	hospitium					6		20	1	67	cens		8	20 sol. bon. tur. parv.		1	69	petrus garrigie	porterius																													
/BD_68	biendeclare	hospitium					6		20	1	68	cens		8	20 sol. bon. tur. parv.		1	70	dolsalina bossa																														
/BD_69	biendeclare	hospitium					6		20	1	69	cens		8	20 sol. bon. tur. parv.		1	71	petrus furnerii			burgensis		clericus																									
/BD_70	biendeclare	2 partes hospitium cum puteo	magnum et profundu				6		20	1	70	cens		3	13 den. et 2 partes 1 ob. bon. tur. parv.	20 sol. bon. tur. parv.	1	72	anthonius luche de abbatibus	campsor	serviens armorum pape																												
/BD_71	biendeclare	3 partes hospitium					6		20	1	71	cens		2	6 den. et 1 ob. et tertia pars alter ob. bon. tur. parv.		1	73	heredes amalrici urtice			nobilis																											
/BD_72	biendeclare	hospitium	parvum				6		20	1	72	cens		2	3 den. et tertia partes 1 den. bon. tur. parv.		1	73	heredes amalrici urtice			nobilis																											
/BD_73	biendeclare	hospitium					6		20	1	73	cens		2	6 den. et 2 partes 1 den. bon. tur. parv.	8 sol. bon. tur. parv.	1	74	johannes lene	barbitonsor		magister																											
/BD_74	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus					6		20	1	74	cens		2	10 den. et 1 ob. bon. tur. parv.		1	75	bernardus de rodesio	mercator		scutifer			familiaris et scutifer cardinalis bellifortis																								
/BD_75	biendeclare	hospitium					6		20	1	75	cens		3	12 den. bon. tur. parv.		1	403	anglic grimoard			dominus		episcopus avinionis																									
/BD_76	biendeclare	hospitium					6		20	1	76	cens			10 tur. gross. singulos pro 2 sol. et 4 den. monete hodie in avinione		1	76	anthonius de agenno	mercerius  																													
/BD_77	biendeclare	hospitium					6	16	20	1	77	cens		5	2 sol. bon. tur. parv.		1	77	johanneta de piscariis																														
/BD_78	biendeclare	hospitium					6	80		1	78	cens		5	2 sol. bon. tur. parv.		1	78	peiretus pontii																														
/BD_79	biendeclare	hospitium					6	80		1	79	cens		3	12 den. bon. tur. parv.		1	79	jacobus descautii			domicellus																											
/BD_80	biendeclare	hospitium					6	17		1	80	cens		2	6 den. bon. tur. parv.		1	80	hugoninus de givriaco	fusterius					habitator avinionis																								
/BD_81	biendeclare	hospitium					2			1	81	cens		2	6 den. bon. tur. parv.		1	81	johannes de forgia	hostiarius porte ferri palatii domini nostri pape																													
/BD_82	biendeclare	hospitium					2			1	82	cens		5	5 sol. bon. tur. parv.		1	82	dominicus de aymetia	palefrenarius pape					laicus																								
/BD_83	biendeclare	hospitium					7	14		1	83	cens		10	1 alauda et 12 sophia et 1 pict. bon. tur. parv.		1	83	heredes domini jacobi de abbatisvilla																														
/BD_84	biendeclare	hospitium in quo est furnus					7	14		1	84	cens		10	1 alauda et 12 sophia et 1 ob. tur. parv.		1	84	guillermus judicis	mercator 		scutifer																											
/BD_85	biendeclare	hospitium					7	14		1	85	cens		10	2 alauda et 24 sophia et 1 den. bon. tur. parv.		1	84	guillermus judicis	mercator 		scutifer																											
/BD_86	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus in quo est puteo					7	14		1	86	cens		10	2 alauda et 24 sophia et l den. bon. tur. parv.		1	85	raimundus fabri					clericus loci de berriaco uticensis diocesis																									
/BD_87	biendeclare	hospitium					7	14		1	87	cens		10	1 alauda et 12 sophia et 1 ob. bon. tur. parv.		1	86	anthonetus clementis	fusterius				clericus  																									
/BD_88	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus					7	14		1	88	cens		10	2 alauda et 24 sophia bona et sufficiens et 1 den. bon. tur. parv.		1	87	heredes raynaldi chatarini																														
/BD_89	biendeclare	hospitium					7	96		1	89	cens		10	1 alauda et 12 sophia et 1 ob. tur. parv.		1	88	johannes florentini	pistor																													
/BD_90	biendeclare	hospitium cum puteo et platea	magnum et longo				7	96		1	90	cens		10	3 alauda et 36 sophia et 1 ob. tur. parv.		1	89	nicolaus laurentii			dominus		capellanus																									
/BD_91	biendeclare	hospitium					7	96		1	91	cens		10	1 alauda et 12 sophia et 1 ob. tur. parv.		1	90	johannes tribolandi 	porterius																													
/BD_92	biendeclare	hospitium	magnum et pulcrum				7	96		1	92	cens		10	1 alauda et 12 sophia et 1 ob. tur. parv.		1	91	timburgis vayrane																														
/BD_93	biendeclare	hospitium					7	13		1	93	cens		3	12 den. bon. tur. parv.		2	4	ludovicus blanchi 	campsor					civis avinionensis	5	johannes blanchi	campsor					civis avinionensis																
/BD_94	biendeclare	hospitium					7	13		1	94	cens		10	3 partes 1 alauda et 4 sophia et 1 ob. tur. parv.		2	4	ludovicus blanchi 	campsor					civis avinionensis	5	johannes blanchi	campsor					civis avinionensis																
/BD_95	biendeclare	hospitium					7	13		1	95	cens		10	1 alauda et 4 sophia et 1 ob. bon. tur. parv.	tertia pars unus alauda et 4 sophia et 1 bon. ob. tur. pro casalagio 4 sol. bon. tur. parv.	1	92	minchonas chatarini																														
/BD_96	biendeclare	hospitium					7	13		1	96	cens		10	1 alauda et 12 sophia et 1 ob. bon. tur. parv.		1	93	dulcia helie																														
/BD_97	biendeclare	hospitium					7	13		1	97	cens		10	3 pars unus alauda 1 ob. tur. parv.	tertia pars unus alauda et 4 sophia et 1 ob. bon. tur. parv. pro casalagio 4 sol. bon. tur. parv.	2	94	petrus baloti	sabaterius						95	peironeta johanne																						
/BD_98	biendeclare	hospitium					7	12		1	98	cens		10	2 alauda et media et 30 sophia et 1 ob. tur. parv.		1	96	jacoba johannis																														
/BD_99	biendeclare	hospitium					7	12		1	99	cens		10	2 alauda et media et 30 sophia et 1 ob. bon. tur. parv.	2 alauda et media et 30 sophia et 1 ob. bon. tur. parv. pro casalagio 3 sol. bon. tur. parv.	1	97	guillerma de fabrica																														
/BD_100	biendeclare	hospitium					7	12		1	100	cens		10	media alauda et 6 sophia et 1 ob. bon. tur. parv.	media alauda et 6 sophias et 1 ob. tur. parv. pro casalgio	1	97	guillerma de fabrica																														
/BD_101	biendeclare	hospitium					7	12		1	101	cens		10	media alauda et 6 sophia et i ob. tur. parv. media alauda et 6 sophia et 1 ob. bon. tur. parv. 18 den. bon. tur. parv.		1	91	timburgis vayrane																														
/BD_102	biendeclare	hospitium	parvum				7	8		1	102	cens		10	media alauda et 6 sophia et 1 ob. bon. tur. parv.		1	98	heredes fratris johannis pascalis																														
/BD_103	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus					7	14		1	103	cens		10	2 alauda et 24 sophia et 1 ob. tur. parv.		1	99	helis guigonis																														
/BD_104	biendeclare	2 hospitia contigua et sese tenentia					7	14		1	104	cens		10	1 alauda et 12 sophia et 1 ob. tur. parv.		1	86	anthonetus clementis	fusterius				clericus  																									
/BD_105	biendeclare	partes hospitium					7	5		1	105	cens		2	6 den. bon. tur. parv.		1	100	johannes artaudi	scutifer		domicellus																											
/BD_106	biendeclare	hospitium	pulcrum			noviter de bonis quadris lapidum constructi	7	5		1	106	cens		6	7 sol. 7 den. bon. tur. parv.	11 sol. et 4 den.	1	101	heredes guillelmi de caussina																														
/BD_107	biendeclare	hospitium cum crota seu cum cellari profundus cum arcu volto de lapidus					7	7		1	107	cens		5	2 sol. 6 den. bon. tur. parv.	24 sol. bon. tur. parv.	1	102	margarita sperandei																														
/BD_108	biendeclare	hospitium	pulcrum				7	7		1	108	cens		2	6 den. bon. tur. parv.		1	103	johannes jandre			burgensis 																											
/BD_109	biendeclare	hospitium					7	7		1	109	cens		2	9 den. bon. tur. parv.		1	103	johannes jandre			burgensis 																											
/BD_110	biendeclare	hospitium					7	7		1	110	cens		5	2 sol 9 den. bon. tur. parv.		1	104	bernardus de vinhali	jurisperitus	advocatus (sive)	magister																											
/BD_111	biendeclare	domus	parvum				7	15	1	1	111	cens		2	4 den. et ob. bon. tur. parv.		1	105	hugoninus de sadone	mercator		burgensis																											
/BD_112	biendeclare	curtilus et domus		latrina communes gentium domini cardinalis Guillelmi			7	15		1	112	cens		2	4 den. et ob. bon. tur. parv.		1	106	dolsalina davina																														
/BD_113	biendeclare	domus cum curte	dirutum				7	15		1	113	cens		5	2 sol. bon. tur. parv.	3 sol. bon. tur. parv.	1	107	guido de podiovallis			nobilis	domicellus																										
/BD_114	biendeclare	localis et curtis contiguus	quasi dirutum				7	15		1	114	cens		20	1 emina ordei bonus et pulcrum et 1 bonus caponum et pinguem		2	108	heredes bartholomei guidonis amoniti	mercator						109	franciscus guidonis amoniti																						
/BD_115	biendeclare	hospitium	pulcrum			noviter de bonis quadris lapidum constructi	7	15		1	115	cens		20	1 emina ordei bonus et pulcrum et 1 bonus caponum et pinguem et 1 panis duo den. tur. et 1 den. bon. tur. parv.		1	110	heredes nobilis domine dalphine de castronovo																														
/BD_116	biendeclare	hospitium cum solarium	parvum, quasi totaliter dirutum et destructi				7	15		1	116	cens		1	1 ob. bon. tur. parv.	4 den. bon. tur. parv.	1	111	guillermus barralis	camerarius		dominus		archidiaconus de capreriis																									
/BD_117	biendeclare	hospitium et curtis contiguus et sese tenere et unitis					7	15		1	117	cens		2	6 den. bon. tur. parv.		1	112	guimetus abberti 	campsor																													
/BD_118	biendeclare	hospitium contiguus et sese tenere					7	74		1	118	cens		6	10 sol. bon. tur. parv.		1	84	guillermus judicis	mercator 		scutifer																											
/BD_119	biendeclare	hospitium					7	74		1	119	cens		6	7 sol. bon. tur. parv.		1	88	johannes florentini	pistor																													
/BD_120	biendeclare	hospitium					7	74		1	120	cens		3	24 sol. monetus 13 sol. bon. tur. parv.		1	113	guillelmus judicis			reverendissimus in christo pater et dominus		divina providentia tituli sancte marie in cosmedin sacrosancte romane ecclesie diaconus cardinalis																									
/BD_121	biendeclare	hospitium					7	74		1	121	cens		2	3 den. et 1 ob. tur. parv.		1	112	guimetus abberti 	campsor																													
/BD_122	biendeclare	hospitium					7	74		1	122	cens		2	3 den. et 1 ob. parv. tur	5 sol. bon. tur. parv. 	1	114	alaizeta salvatoris																														
/BD_123	biendeclare	hospitium					7	96		1	123	cens		1	3 ob. bon. tur. parv.		1	115	rostagnetus calvalherii																														
/BD_124	biendeclare	hospitium					7	96		1	124	cens		1	3 ob. bon. tur. parv.		1	116	ricardis castrinovi																														
/BD_125	biendeclare	parietum seu fundamentum hospitium et domus cum patuis et solo terra					7	14		1	125	cens		2	4 den. et 1 ob. bon. tur. parv.3 ob.6 den. bon. tur. parv.		2	118	nicolaus judicis			miles	dominus de lavineria Narbonensis diocesis			117	heredes domini jacobi judicis																						
/BD_126	biendeclare	hospitium					7	14		1	126	cens		5	2 sol. bon. tur. parv.	12 sol. bon. tur. parv.	1	119	guillermeta boerie																														
/BD_127	biendeclare	hospitium					7	12		1	127	cens		5	2 sol. 6 den. bon. tur. parv.		1	120	catherina fabri																														
/BD_128	biendeclare	hospitium					7	12		1	128	cens		2	3 den. bon. tur. parv.		1	121	matheus de arva	peirerius	lapicida (sive)	magister			habitator avinionis																								
/BD_129	biendeclare	hospitium		in quo est quodam archus sive introitus ad quoddam curtile vel plateam ibidem a parte meridiei positam cum arcu lapidum			7	12		1	129	cens		2	1 den. bon. tur. parv.		2	122	stephanus de banono	cultor						123	heredes salvatoris de banono																						
/BD_130	biendeclare	hospitium cum curte					7	12		1	130	cens		2	1 alium den. bon. tur. parv.		3	124	petrus ymberti							125	bertrandus ymberti			burgensis				126	guillelmus ymberti														
/BD_131	biendeclare	partes pro indiviso hospitium cum magnum platea cum puteuo et viridarium	pulcrum et magnum				7	12		1	131	cens		2	2 den. et 1 ob. bon. tur. parv.		2	127	giraudeta raynalde							91	timburgis vayrane																						
/BD_132	biendeclare	hospitium cum curtis					7	8		1	132	cens					1	91	timburgis vayrane																														
/BD_133	biendeclare	hospitium					7	8		1	133	cens		2	1 den. bon. tur. parv.		2	128	heredes petri arnaldi							129	heredes guillelmi arnaldi																						
/BD_134	biendeclare	hospitium					7	8		1	134	cens		2	1 den. bon. tur. parv.		1	130	heredes domini petri del royre																														
/BD_135	biendeclare	hospitium					7	8		1	135	cens		1	1 ob. bon. tur. parv.		1	131	petrus ratonchini	capellanus commensalis pape		dominus																											
/BD_136	biendeclare	hospitium					7	12		1	136	cens		8	20 sol. bon. tur. parv.		1	132	heredes guillelmi roberti																														
/BD_137	biendeclare	hospitium					7	12		1	137	cens		8	20 sol. bon. tur. parv.		1	133	heredes pontii de villariis 																														
/BD_138	biendeclare	hospitium					7	12		1	138	cens		2	1 den. bon. tur. parv.		2	686	vesiana merindol							134	heredes domini petri malivicini militis																						
/BD_139	biendeclare	hospitium					7	12		1	139	cens		5	3 sol. bon. tur. parv.		1	131	petrus ratonchini	capellanus commensalis pape		dominus																											
/BD_140	biendeclare	hospitium					7	12		1	140	cens		3	18 den. bon. tur. parv.		1	78	peiretus pontii																														
/BD_141	biendeclare	hospitium					7	12		1	141	cens		3	18 den. bon. tur. parv.		1	135	heredes johannis de brugeria alias de noyer																														
/BD_142	biendeclare	hospitium					7	12		1	142	cens		5	2 sol. bon. tur. parv.	15 sol. bon. tur. parv.	1	136	petrus geraldi 	macellarius porcorum																													
/BD_143	biendeclare	hospitium					7	12		1	143	cens		5	3 sol. bon. tur. parv.	10 sol. bon. tur. parv.	1	136	petrus geraldi 	macellarius porcorum																													
/BD_144	biendeclare	hospitium	magnum et longo				7	12		1	144	cens			50 sol. bon. tur. parv.		1	136	petrus geraldi 	macellarius porcorum																													
/BD_145	biendeclare	hospitium	magnum et pulcrum			noviter de bonis quadris lapidum constructi	7	8		1	145	cens		5	5 sol. 10 den. bon. tur. parv.		1	137	heredes domini bernardi de gardia																														
/BD_146	biendeclare	hospitium					7	8		1	146	cens		5	2 sol. 6 den. bon. tur. parv.		1	137	heredes domini bernardi de gardia																														
/BD_147	biendeclare	hospitium					7	8		1	147	cens		3	20 den. bon. tur. parv.		1	138	ludovica de gravis																														
/BD_148	biendeclare	hospitium					7	8		1	148	cens		3	16 den. bon. tur. parv.	9 sol. bon. tur. parv.	1	139	jacobus fontayne	sartor					habitator avinionis																								
/BD_149	biendeclare	hospitium indivisi					7	10		1	149	cens		5	2 sol. 6 den. bon. tur. parv.	10 sol. bon. tur. parv.	1	140	heredes peireti ysarn																														
/BD_150	biendeclare	hospitium					7	10		1	150	cens		5	3 sol. bon. tur. parv.	12 sol. 6 den. bon. tur. parv.	1	141	jacobus de pusterla			domicellus			habitator avinionis																								
/BD_151	biendeclare	hospitium in quo est puteo					7	10		1	151	cens		5	3 sol. bon. tur. parv.	20 sol. bon. tur. parv	1	142	johannes de sancto cassiano 	jurisperitus		magister			habitator avinionis																								
/BD_152	biendeclare	hospitium					7	10		1	152	cens		3	12 den. bon. tur. parv.	20 sol. bon. tur. parv	1	142	johannes de sancto cassiano 	jurisperitus		magister			habitator avinionis																								
/BD_153	biendeclare	hospitium					7	10		1	153	cens		5	4 sol. bon. tur. parv.	10 sol. bon. tur. parv.	1	143	johannes rabasse			domicellus																											
/BD_154	biendeclare	cellarium cum solarium seu camera de super					7	10		1	154	cens		2	8 den. et 1 ob. bon. tur. parv.		1	143	johannes rabasse			domicellus																											
/BD_155	biendeclare	hospitium		in quo inhabitat			7	10		1	155	cens		3	12 den. bon. tur. parv.	8 sol. bon. tur. parv.	1	144	catherine avenerie																														
/BD_156	biendeclare	hospitium in quo est puteo					7	10		1	156	cens		5	3 sol. bon. tur. parv.		1	144	catherine avenerie																														
/BD_157	biendeclare	hospitium					7	10		1	157	cens		5	3 sol. 3 den. bon. tur. parv.		1	145	hugo blanchi	licenciatus in legibus	advocatus	dominus																											
/BD_158	biendeclare	hospitium					7	9		1	158	cens		2	2 den. bon. tur. parv.		1	146	garnerius de sadone			burgensis																											
/BD_159	biendeclare	2 hospitia contigua et sese tenentia					7	9		1	159	cens		1	1 ob. tur. bon. parv.		1	147	bernardus de la fita	jurisperitus	"procurator"""	magister																											
/BD_160	biendeclare	hospitium					7	9		1	160	cens		1	1 ob. bon. tur. parv.		1	148	heredes peireti ortolani																														
/BD_161	biendeclare	hospitium					7	9		1	161	cens		2	6 den. bon. tur. parv.		1	149	johanna laura	brunitrix vasorum argenti																													
/BD_162	biendeclare	transcurtis					7	9		1	162	cens		2	6 den. bon. tur. parv.		1	91	timburgis vayrane																														
/BD_163	biendeclare	hospitium					7	9		1	163	cens		2	6 den. bon. tur. parv.		1	150	alzatia firman																														
/BD_164	biendeclare	hospitium					7	9		1	164	cens		5	2 sol. bon. tur. parv.	7 sol. bon. tur. parv.	1	151	arnaldus de portis						familiaris episcopi avinionis																								
/BD_165	biendeclare	hospitium					7	9		1	165	cens		3	18 den. bon. tur. parv.	10 sol. bon. tur. parv.	1	152	girardus guidaloti 	campsor  					habitator avinionis																								
/BD_166	biendeclare	viridarium					7	9		1	166	cens		1	1 ob. tur. parv.		1	153	johannes de penna			domicellus																											
