idConfront;localisation;idBien1;idBien2;idInvariant;idInvariant_ajout;idQuartierParoisse;localisationTN
1931;a-occident;1011;NULL;32;32_2;NULL;confronte a l ouest avec
1932;in;1011;NULL;32;32_2;NULL;dans
1936;a-occident;1012;NULL;32;32_2;NULL;confronte a l ouest avec
1934;in;1012;NULL;32;32_2;NULL;dans
1943;a-orient;1015;NULL;32;32_2;NULL;confronte a l est avec
1949;a-orient;1016;NULL;32;32_2;NULL;confronte a l est avec
1948;in;1016;NULL;32;32_2;NULL;dans
1953;a-orient;1017;NULL;32;32_2;NULL;confronte a l est avec
1952;in;1017;NULL;32;32_2;NULL;dans
1957;a-orient;1018;NULL;32;32_2;NULL;confronte a l est avec
1955;in;1018;NULL;32;32_2;NULL;dans
2010;in;1038;NULL;40;40_1;NULL;dans
2011;a-circio;1038;NULL;40;40_1;NULL;confronte au nord avec
2012;ab-una-part;1039;NULL;40;40_1;NULL;confronte avec
2013;in;1039;NULL;40;40_1;NULL;dans
2016;in;1040;NULL;40;40_1;NULL;dans
2015;a-occident;1040;NULL;40;40_1;NULL;confronte a l ouest avec
2018;a-meridie;1041;NULL;40;40_1;NULL;confronte au sud avec
2020;a-orient;1042;NULL;40;40_1;NULL;confronte a l est avec
2023;a-orient;1043;NULL;40;40_1;NULL;confronte a l est avec
2022;in;1043;NULL;40;40_1;NULL;dans
2025;a-orient;1044;NULL;40;40_1;NULL;confronte a l est avec
2024;in;1044;NULL;40;40_1;NULL;dans
2029;in;1045;NULL;40;40_2;NULL;dans
2028;a-circio;1045;NULL;40;40_2;NULL;confronte au nord avec
2032;a-circio;1046;NULL;40;40_2;NULL;confronte au nord avec
2031;in;1046;NULL;40;40_2;NULL;dans
2034;a-circio;1047;NULL;40;40_2;NULL;confronte au nord avec
2033;in;1047;NULL;40;40_2;NULL;dans
2036;ab-una-part;1048;NULL;40;40_1;NULL;confronte avec
2035;in;1048;NULL;40;40_1;NULL;dans
2038;in;1049;NULL;40;40_2;NULL;dans
2084;a-circio;1069;NULL;40;40_2;NULL;confronte au nord avec
1774;a-orient;3054;NULL;40;40_1;NULL;confronte a l est avec
4446;in;7182;NULL;40;40_2;NULL;dans
4447;a-parte-retro;7182;NULL;40;40_2;NULL;confronte du cote arriere avec
4451;a-circio;7183;NULL;40;40_2;NULL;confronte au nord avec
4453;ab-una-part;7184;NULL;40;40_2;NULL;confronte avec
2065;a-meridie;1061;NULL;43;43_2;NULL;confronte au sud avec
2067;a-circio;1061;NULL;43;43_2;NULL;confronte au nord avec
2064;in;1061;NULL;43;43_2;NULL;dans
2069;a-circio;1062;NULL;43;43_2;NULL;confronte au nord avec
2068;in;1062;NULL;43;43_2;NULL;dans
2070;in;1063;NULL;43;43_2;NULL;dans
2071;a-meridie;1063;NULL;43;43_2;NULL;confronte au sud avec
2072;in;1064;NULL;43;43_2;NULL;dans
2073;a-meridie;1064;NULL;43;43_2;NULL;confronte au sud avec
2074;in;1065;NULL;43;43_2;NULL;dans
2075;a-circio;1065;NULL;43;43_2;NULL;confronte au nord avec
2076;in;1066;NULL;43;43_2;NULL;dans
2077;in;1067;NULL;43;43_2;NULL;dans
2078;a-circio;1067;NULL;43;43_2;NULL;confronte au nord avec
2083;a-meridie;1069;NULL;43;43_2;NULL;confronte au sud avec
3294;in;2049;NULL;43;43_1;NULL;dans
3302;a-occident;2051;NULL;43;43_2;NULL;confronte a l ouest avec
3303;in;2052;NULL;43;43_2;NULL;dans
3305;ab-una-part;2053;NULL;43;43_2;NULL;confronte avec
3304;in;2053;NULL;43;43_2;NULL;dans
3306;in;2054;NULL;43;43_2;NULL;dans
3308;in;2055;NULL;43;43_2;NULL;dans
3311;ab-una-part;2056;NULL;43;43_2;NULL;confronte avec
3310;in;2056;NULL;43;43_2;NULL;dans
2163;a-part-ante;1088;NULL;49;49_2;NULL;confronte du cote avant avec
2164;in;1088;NULL;49;49_2;NULL;dans
2231;a-orient;1113;NULL;56;56_1;NULL;confronte a l est avec
2233;a-circio;1114;NULL;56;56_1;NULL;confronte au nord avec
2240;in;1115;NULL;56;56_1;NULL;dans
2236;a-circio;1115;NULL;56;56_1;NULL;confronte au nord avec
3373;ab-una-part;2089;NULL;56;56_1;NULL;confronte avec
3378;in;2092;NULL;56;56_1;NULL;dans
3379;ab-una-part;2092;NULL;56;56_1;NULL;confronte avec
3385;ab-una-part;2096;NULL;56;56_2;NULL;confronte avec
3384;in;2096;NULL;56;56_1;NULL;dans
3386;in;2097;NULL;56;56_1;NULL;dans
1905;in;6023;NULL;56;56_1;NULL;dans
1906;ab-una-part;6023;NULL;56;56_1;NULL;confronte avec
4549;a-part-ante;7226;NULL;56;56_1;NULL;confronte du cote avant avec
4547;in;7226;NULL;56;56_1;NULL;dans
4550;in;7227;NULL;56;56_1;NULL;dans
4551;ab-una-part;7227;NULL;56;56_1;NULL;confronte avec
4552;in;7228;NULL;56;56_1;NULL;dans
4554;ab-una-part;7229;NULL;56;56_1;NULL;confronte avec
4553;in;7229;NULL;56;56_1;NULL;dans
8096;NULL;9097;NULL;56;56_1;NULL;confronte au sud avec
8098;NULL;9098;NULL;56;56_1;NULL;confronte au sud avec
8097;NULL;9098;NULL;56;56_1;NULL;confronte a l ouest avec
4271;in;7066;NULL;67;67_1;NULL;dans
4273;ab-una-part;7066;NULL;67;67_1;NULL;confronte avec
4325;ab-una-part;7103;NULL;67;67_2;NULL;confronte avec
4332;ab-una-part;7108;NULL;67;67_2;NULL;confronte avec
4470;ab-una-part;7190;NULL;67;67_2;NULL;confronte avec
4475;ab-una-part;7192;NULL;67;67_2;NULL;confronte avec
4477;ab-una-part;7193;NULL;67;67_2;NULL;confronte avec
4480;ante;7194;NULL;67;67_2;NULL;devant
4483;ante;7195;NULL;67;67_2;NULL;devant
4487;in;7197;NULL;67;67_2;NULL;dans
4490;in;7198;NULL;67;67_2;NULL;dans
4493;ab-una-part;7199;NULL;67;67_2;NULL;confronte avec
4498;ante;7202;NULL;67;67_2;NULL;devant
2091;a-circio;1071;NULL;70;70_1;NULL;confronte au nord avec
2092;a-meridie;1071;NULL;70;70_1;NULL;confronte au sud avec
2131;ab-una-part;1078;NULL;70;70_1;NULL;confronte avec
3265;ab-una-part;2033;NULL;70;70_1;NULL;confronte avec
3268;in;2035;NULL;70;70_1;NULL;dans
3564;ab-una-part;2173;NULL;70;70_1;NULL;confronte avec
3587;ab-una-part;2184;NULL;70;70_1;NULL;confronte avec
1729;ab-una-part;3043;NULL;72;72_1;NULL;confronte avec
1732;ab-una-part;3044;NULL;72;72_1;NULL;confronte avec
1734;ab-una-part;3045;NULL;72;72_1;NULL;confronte avec
1739;ab-una-part;3046;NULL;72;72_1;NULL;confronte avec
1738;ab-una-part;3046;NULL;72;72_1;NULL;confronte avec
1741;ab-una-part;3047;NULL;72;72_1;NULL;confronte avec
1744;ab-una-part;3048;NULL;72;72_1;NULL;confronte avec
1750;ab-una-part;3049;NULL;72;72_1;NULL;confronte avec
1749;ab-una-part;3049;NULL;72;72_1;NULL;confronte avec
1752;ab-una-part;3050;NULL;72;72_1;NULL;confronte avec
1476;a-meridie;106;NULL;82;82_1;NULL;confronte au sud avec
2331;ab-una-part;1149;NULL;82;82_1;NULL;confronte avec
2335;ab-una-part;1150;NULL;82;82_1;NULL;confronte avec
2333;in;1150;NULL;82;82_1;NULL;dans
2338;a-circio;1151;NULL;82;82_1;NULL;confronte au nord avec
7519;in;60085;NULL;83;83_2;NULL;dans
7109;in;60085;NULL;83;83_2;NULL;dans
7520;in;60088;NULL;83;83_2;NULL;dans
7110;iuxta;60088;NULL;83;83_2;NULL;a cote de
1468;a-occident;219;NULL;99;99_1;NULL;confronte a l ouest avec
1469;a-occident;220;NULL;99;99_2;NULL;confronte a l ouest avec
1470;a-occident;221;NULL;99;99_2;NULL;confronte a l ouest avec
1471;a-occident;222;NULL;99;99_2;NULL;confronte a l ouest avec
1472;a-occident;456;NULL;99;99_1;NULL;confronte a l ouest avec
3523;ab-una-part;2155;NULL;99;99_1;NULL;confronte avec
1477;a-orient;228;NULL;110;110_1;NULL;confronte a l est avec
1478;a-orient;229;NULL;110;110_1;NULL;confronte a l est avec
1479;a-orient;230;NULL;110;110_1;NULL;confronte a l est avec
1480;a-orient;231;NULL;110;110_1;NULL;confronte a l est avec
1481;a-orient;232;NULL;110;110_1;NULL;confronte a l est avec
1482;a-orient;233;NULL;110;110_1;NULL;confronte a l est avec
1483;a-orient;234;NULL;110;110_1;NULL;confronte a l est avec
1484;a-orient;235;NULL;110;110_2;NULL;confronte a l est avec
1545;a-circio;236;NULL;110;110_2;NULL;confronte au nord avec
1546;a-circio;237;NULL;110;110_2;NULL;confronte au nord avec
1485;a-orient;238;NULL;110;110_2;NULL;confronte a l est avec
1486;a-orient;239;NULL;110;110_2;NULL;confronte a l est avec
1487;a-occident;252;NULL;110;110_1;NULL;confronte a l ouest avec
1488;a-occident;253;NULL;110;110_1;NULL;confronte a l ouest avec
1489;a-occident;254;NULL;110;110_1;NULL;confronte a l ouest avec
1490;a-occident;255;NULL;110;110_1;NULL;confronte a l ouest avec
1491;a-occident;256;NULL;110;110_1;NULL;confronte a l ouest avec
1492;a-occident;257;NULL;110;110_2;NULL;confronte a l ouest avec
1493;a-meridie;223;NULL;111;111_1;NULL;confronte au sud avec
1494;a-meridie;224;NULL;111;111_1;NULL;confronte au sud avec
1495;a-meridie;225;NULL;111;111_1;NULL;confronte au sud avec
1496;a-circio;244;NULL;111;111_2;NULL;confronte au nord avec
1497;a-circio;245;NULL;111;111_2;NULL;confronte au nord avec
1498;a-circio;246;NULL;111;111_2;NULL;confronte au nord avec
1499;a-circio;247;NULL;111;111_1;NULL;confronte au nord avec
1500;a-circio;248;NULL;111;111_1;NULL;confronte au nord avec
1501;a-circio;249;NULL;111;111_1;NULL;confronte au nord avec
2360;a-circio;1158;NULL;111;111_2;NULL;confronte au nord avec
4688;ab-una-part;7296;NULL;111;111_2;NULL;confronte avec
4689;ab-una-part;7297;NULL;111;111_2;NULL;confronte avec
4690;ab-una-part;7298;NULL;111;111_2;NULL;confronte avec
2128;a-meridie;1077;NULL;467;467_1;NULL;confronte au sud avec
2127;a-occident;1077;NULL;467;467_1;NULL;confronte a l ouest avec
2140;a-occident;1080;NULL;467;467_1;NULL;confronte a l ouest avec
2141;a-meridie;1080;NULL;467;467_1;NULL;confronte au sud avec
2132;ab-una-part;1078;NULL;468;468_2;NULL;confronte avec
2138;juxta;1080;NULL;468;468_2;NULL;a cote de
4639;ab-una-part;7271;NULL;659;659_2;NULL;confronte avec
4643;ab-una-part;7274;NULL;659;659_2;NULL;confronte avec
4645;ab-una-part;7275;NULL;659;659_2;NULL;confronte avec
3399;ab-una-part;2103;NULL;690;690_1;NULL;confronte avec
3404;ab-una-part;2105;NULL;690;690_1;NULL;confronte avec
3410;ab-una-part;2107;NULL;690;690_1;NULL;confronte avec
3414;ab-una-part;2109;NULL;690;690_1;NULL;confronte avec
3423;ab-una-part;2111;NULL;690;690_1;NULL;confronte avec
3426;prope;2112;NULL;690;690_1;NULL;a cote de
3434;ab-una-part;2115;NULL;690;690_1;NULL;confronte avec
3439;ab-una-part;2117;NULL;690;690_1;NULL;confronte avec
3443;ab-una-part;2119;NULL;690;690_1;NULL;confronte avec
3451;ab-una-part;2122;NULL;690;690_1;NULL;confronte avec
3453;ab-una-part;2123;NULL;690;690_1;NULL;confronte avec
3591;ab-una-part;2185;NULL;690;690_1;NULL;confronte avec
4583;juxta;7241;NULL;690;690_2;NULL;a cote de
4596;ab-una-part;7247;NULL;690;690_2;NULL;confronte avec
4599;ab-una-part;7248;NULL;690;690_2;NULL;confronte avec
4604;ab-una-part;7250;NULL;690;690_2;NULL;confronte avec
4606;ab-una-part;7251;NULL;690;690_1;NULL;confronte avec
4387;ab-una-part;7242;NULL;691;691_2;NULL;confronte avec
4584;ab-una-part;7243;NULL;691;691_2;NULL;confronte avec
4587;ab-una-part;7244;NULL;691;691_1;NULL;confronte avec
4590;ab-una-part;7245;NULL;691;691_2;NULL;confronte avec
4593;ab-una-part;7246;NULL;691;691_2;NULL;confronte avec
2227;a-orient;1111;NULL;745;745_1;NULL;confronte a l est avec
2229;a-orient;1112;NULL;745;745_1;NULL;confronte a l est avec
3377;in;2091;NULL;745;745_1;NULL;dans
